AccountID,TransactionID,AccountType,Asset,Ticker,Quantity,TradeDate,SettlementDate,PricePerShare,Currency,TransactionStatus,Notes,FirstName,LastName
629973,79eb7871,JOINT,MICROSOFT CORP,MSFT,877,2025-07-01,2025-07-02,1141.51,USD,COMPLETED,DIVIDENDS REINVESTED,EMILY,ROSS
028008,af68c08e,JOINT,BERKSHIRE HATHAWAY,BRK.A,118,2025-06-18,2025-06-20,534.09,CAD,COMPLETED,AUTO-INVEST,BRITTANY,SMITH
161388,b3264a0e,ROTH IRA,ALPHABET INC.,GOOGL,727,2024-05-07,2024-05-08,,EUR,COMPLETED,,LESLIE,MONTOYA
028008,8e3df705,JOINT,JOHNSON & JOHNSON,JNJ,928,2024-10-29,2024-10-30,2081.4,EUR,COMPLETED,WATCHLIST,BRITTANY,SMITH
414802,9b5e0bc6,401(K),BERKSHIRE HATHAWAY,BRK.A,845,2025-01-29,2025-01-30,120.55,CAD,COMPLETED,SHORT-TERM,WALTER,GUZMAN
496101,819d749e,JOINT,"AMAZON.COM, INC.",AMZN,967,2024-06-21,2024-06-24,1259.54,EUR,COMPLETED,AUTO-INVEST,MITCHELL,MASSEY
228936,48b41de5,JOINT,META PLATFORMS,META,34,2021-07-06,2021-07-07,3267.6,EUR,COMPLETED,SHORT-TERM,SPENCER,CLARK
826621,d191942b,CUSTODIAL,NETFLIX,NFLX,706,2025-07-03,2025-07-07,1500.83,EUR,COMPLETED,SHORT-TERM,SEAN,DANIEL
583113,ed2ed842,BROKERAGE,ALPHABET INC.,GOOGL,115,2022-09-20,2022-09-21,662.0,CAD,COMPLETED,AUTO-INVEST,ANNE,MARTIN
059967,155fcc34,BROKERAGE,NVIDIA CORPORATION,NVDA,876,2025-07-02,2025-07-03,,CAD,COMPLETED,WATCHLIST,APRIL,TERRY
,77fce6dc,TRUST,META PLATFORMS,META,743,2024-12-10,,585.89,USD,PENDING,PENDING,RONALD,SPARKS
868939,63ca3030,CUSTODIAL,"AMAZON.COM, INC.",AMZN,682,2024-05-07,2024-05-08,2237.02,USD,COMPLETED,DIVIDENDS REINVESTED,CYNTHIA,MILLS
536087,aedd14be,CUSTODIAL,JOHNSON & JOHNSON,JNJ,228,2023-10-10,2023-10-11,,CAD,COMPLETED,,JAY,NELSON
,420453ad,401(K),TESLA INC.,TSLA,984,2023-09-01,2023-09-05,3110.28,CAD,COMPLETED,SHORT-TERM,ANDREA,DENNIS
325012,a6accf93,JOINT,NETFLIX,NFLX,550,2025-07-17,2025-07-18,,EUR,COMPLETED,WATCHLIST,FRANK,GALLOWAY
826621,8f5b2bc6,CUSTODIAL,MICROSOFT CORP,MSFT,717,2025-06-26,2025-06-27,279.50,USD,COMPLETED,WATCHLIST,SEAN,DANIEL
819106,310275c8,CUSTODIAL,NETFLIX,NFLX,619,2022-03-08,2022-03-09,2251.02,EUR,COMPLETED,DIVIDENDS REINVESTED,MARTHA,STUART
482700,e1b07427,BROKERAGE,ALPHABET INC.,GOOGL,427,2023-04-03,2023-04-04,,CAD,COMPLETED,DIVIDENDS REINVESTED,,
161388,8ad7c2b2,ROTH IRA,JOHNSON & JOHNSON,JNJ,814,2024-09-20,2024-09-23,2928.33,CAD,COMPLETED,WATCHLIST,LESLIE,MONTOYA
624377,104a18c1,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,,2025-06-27,2025-06-30,3735.61,USD,COMPLETED,,TAMMY,ALLISON
176145,730a72e5,ROTH IRA,META PLATFORMS,META,211,2024-09-20,2024-09-23,,USD,COMPLETED,WATCHLIST,,
275773,cfb0f6ec,TRUST,BERKSHIRE HATHAWAY,BRK.A,61,2025-04-18,2025-04-21,3652.06,EUR,COMPLETED,DIVIDENDS REINVESTED,AARON,JONES
927726,e64ff6a8,TRUST,MICROSOFT CORP,MSFT,59,2024-12-27,2024-12-30,2176.16,USD,COMPLETED,AUTO-INVEST,ROBERT,MORRISON
965656,1da0dc0a,JOINT,APPLE INC.,AAPL,651,2025-03-27,2025-03-28,,CAD,COMPLETED,DIVIDENDS REINVESTED,MARIA,REYNOLDS
414802,c09b3745,401(K),NVIDIA CORPORATION,NVDA,170,2024-05-15,2024-05-16,153.49,CAD,COMPLETED,,WALTER,GUZMAN
380206,cae65888,ROTH IRA,APPLE INC.,AAPL,66,2023-12-07,2023-12-08,1131.22,CAD,COMPLETED,AUTO-INVEST,RACHEL,RICHMOND
631373,94588277,TRUST,NVIDIA CORPORATION,NVDA,169,2024-09-26,2024-09-27,,EUR,COMPLETED,WATCHLIST,STEPHANIE,SMITH
786996,6ba89e06,ROTH IRA,ALPHABET INC.,GOOGL,844,2025-06-23,2025-06-24,,CAD,COMPLETED,,DAVID,BEASLEY
763325,6f7fd2de,ROTH IRA,MICROSOFT CORP,MSFT,413,2025-01-07,,2517.80,EUR,PENDING,PENDING,EMILY,HART
671985,11385356,JOINT,JOHNSON & JOHNSON,JNJ,909,2024-11-14,2024-11-15,65.8,EUR,COMPLETED,SHORT-TERM,KATIE,KIM
219322,401ec4ab,401(K),ALPHABET INC.,GOOGL,706,2024-12-26,2024-12-27,96.95,EUR,COMPLETED,,ANTHONY,FLYNN
470840,36c9fe01,TRUST,NETFLIX,NFLX,276,2022-07-01,2022-07-05,,EUR,COMPLETED,,,
727294,63ee8eb1,BROKERAGE,"AMAZON.COM, INC.",AMZN,10,2024-06-21,2024-06-24,3289.93,EUR,COMPLETED,SHORT-TERM,,
482700,ead91176,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,292,2023-04-17,2023-04-18,1655.26,CAD,COMPLETED,,KAREN,SHAFFER
574527,4e3dde96,TRUST,"AMAZON.COM, INC.",AMZN,960,2025-05-20,2025-05-21,3106.4,EUR,COMPLETED,,LARRY,BERRY
786996,aa413a9d,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,437,2024-01-23,2024-01-24,3015.98,EUR,COMPLETED,WATCHLIST,DAVID,BEASLEY
448193,11095122,401(K),TESLA INC.,TSLA,615,2024-04-03,,31.49,USD,PENDING,PENDING,MITCHELL,OCONNOR
593464,c79b3879,401(K),JOHNSON & JOHNSON,JNJ,422,2024-10-24,2024-10-25,2364.10,USD,COMPLETED,DIVIDENDS REINVESTED,ASHLEY,GALLEGOS
387916,b2829749,TRUST,APPLE INC.,AAPL,204,2023-08-07,,746.23,USD,PENDING,PENDING,DONNA,SMITH
093829,9064afe5,ROTH IRA,NVIDIA CORPORATION,NVDA,59,2025-06-18,2025-06-20,3056.2,USD,COMPLETED,SHORT-TERM,JOHN,SULLIVAN
895272,5e30584f,TRUST,"AMAZON.COM, INC.",AMZN,67,2025-03-04,2025-03-05,883.00,EUR,COMPLETED,AUTO-INVEST,RONALD,SPARKS
624377,c9e5fe65,ROTH IRA,"AMAZON.COM, INC.",AMZN,10,2025-06-13,2025-06-16,3782.00,EUR,COMPLETED,SHORT-TERM,TAMMY,ALLISON
762209,c73a8ac3,JOINT,ALPHABET INC.,GOOGL,705,2024-06-13,2024-06-14,4127.04,CAD,COMPLETED,WATCHLIST,DONNA,SMITH
996217,917a8018,401(K),NVIDIA CORPORATION,NVDA,657,2025-06-27,2025-06-30,1631.19,CAD,COMPLETED,WATCHLIST,EDWARD,MEDINA
860219,10255239,401(K),JOHNSON & JOHNSON,JNJ,726,2025-05-06,2025-05-07,4055.72,CAD,COMPLETED,AUTO-INVEST,ANDREA,DENNIS
178881,2c91f5da,JOINT,BERKSHIRE HATHAWAY,BRK.A,,2023-04-17,2023-04-18,585.23,USD,COMPLETED,,DREW,SALAZAR
889753,ffc6eeb3,401(K),TESLA INC.,TSLA,931,2022-11-07,2022-11-08,2539.25,EUR,COMPLETED,AUTO-INVEST,JEFFREY,FORD
058600,00e65ac3,BROKERAGE,JOHNSON & JOHNSON,JNJ,966,2024-11-01,,4046.64,USD,PENDING,PENDING,LEAH,LARSEN
275773,debbf211,TRUST,META PLATFORMS,META,,2024-10-30,,2616.04,EUR,PENDING,PENDING,AARON,JONES
446677,9300956c,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,737,2023-05-18,2023-05-19,1198.27,USD,COMPLETED,AUTO-INVEST,JENNIFER,CLARKE
151323,ccd1e570,CUSTODIAL,NETFLIX,NFLX,571,2023-01-20,2023-01-23,2292.30,EUR,COMPLETED,,,
,ac5b6b34,CUSTODIAL,MICROSOFT CORP,MSFT,421,2024-03-15,2024-03-18,3523.97,CAD,COMPLETED,AUTO-INVEST,SHANNON,COSTA
904181,730d58ab,BROKERAGE,MICROSOFT CORP,MSFT,78,2025-02-13,2025-02-14,1011.88,CAD,COMPLETED,DIVIDENDS REINVESTED,GLORIA,WILLIAMS
555088,d796c90c,TRUST,ALPHABET INC.,GOOGL,178,2024-09-05,2024-09-06,1850.91,EUR,COMPLETED,DIVIDENDS REINVESTED,,
923351,2dd6dbae,401(K),JOHNSON & JOHNSON,JNJ,477,2025-01-28,2025-01-29,2804.96,CAD,COMPLETED,,LEAH,MENDEZ
593272,c6a39cf9,BROKERAGE,BERKSHIRE HATHAWAY,BRK.A,348,2024-02-05,2024-02-06,3651.53,CAD,COMPLETED,,CHRISTINE,HANSON
131726,cb3477d6,ROTH IRA,"AMAZON.COM, INC.",AMZN,235,2025-05-09,,3660.03,USD,PENDING,PENDING,WILLIAM,WINTERS
011033,e06cd2f8,BROKERAGE,APPLE INC.,AAPL,158,2022-02-07,2022-02-08,3170.07,CAD,COMPLETED,SHORT-TERM,,
740826,16e63a25,401(K),META PLATFORMS,META,490,2025-07-10,2025-07-11,565.12,CAD,COMPLETED,DIVIDENDS REINVESTED,RICHARD,MILLER
514716,3280ae2e,CUSTODIAL,NETFLIX,NFLX,246,2021-05-05,2021-05-06,832.00,USD,COMPLETED,DIVIDENDS REINVESTED,MARCUS,LIN
,13adc222,JOINT,META PLATFORMS,META,951,2024-03-20,2024-03-21,,EUR,COMPLETED,SHORT-TERM,TOM,PATTERSON
907856,effc64cc,TRUST,TESLA INC.,TSLA,377,2025-06-17,2025-06-18,1650.88,EUR,COMPLETED,AUTO-INVEST,JOHN,JOHNSON
439346,32d93bac,ROTH IRA,META PLATFORMS,META,153,2021-04-15,,3604.39,CAD,PENDING,PENDING,CHRISTOPHER,LOWERY
780633,df380926,ROTH IRA,MICROSOFT CORP,MSFT,10,2024-08-19,,4288.93,EUR,PENDING,PENDING,SAMUEL,NEWTON
895272,16d6f95b,TRUST,APPLE INC.,AAPL,513,2023-06-16,2023-06-20,2725.8,USD,COMPLETED,DIVIDENDS REINVESTED,RONALD,SPARKS
575239,73d6f448,401(K),"AMAZON.COM, INC.",AMZN,47,2025-04-23,2025-04-24,4761.2,CAD,COMPLETED,WATCHLIST,JEREMY,MARTIN
172394,f7eb5c3a,401(K),MICROSOFT CORP,MSFT,84,2023-03-02,2023-03-03,2606.68,CAD,COMPLETED,WATCHLIST,FRANK,MORGAN
788359,6e786a86,TRUST,APPLE INC.,AAPL,509,2025-05-30,2025-06-02,3140.30,EUR,COMPLETED,AUTO-INVEST,MATTHEW,LEWIS
228936,faadf1e8,JOINT,ALPHABET INC.,GOOGL,448,2025-03-18,2025-03-19,3398.3,CAD,COMPLETED,SHORT-TERM,SPENCER,CLARK
606604,fee2e952,ROTH IRA,JOHNSON & JOHNSON,JNJ,963,2024-07-11,2024-07-12,516.86,USD,COMPLETED,SHORT-TERM,,
740826,ac8dbbe6,401(K),NVIDIA CORPORATION,NVDA,176,2025-07-03,2025-07-07,260.2,CAD,COMPLETED,SHORT-TERM,RICHARD,MILLER
995012,28e83581,401(K),TESLA INC.,TSLA,398,2025-01-03,,598.36,CAD,PENDING,PENDING,MICHAEL,COLLINS
504812,726cefff,ROTH IRA,TESLA INC.,TSLA,505,2023-08-03,2023-08-04,2434.03,USD,COMPLETED,DIVIDENDS REINVESTED,JENNIFER,KING
446677,d884e292,BROKERAGE,APPLE INC.,AAPL,10,2024-07-22,2024-07-23,2729.32,EUR,COMPLETED,SHORT-TERM,JENNIFER,CLARKE
172394,ae4066ea,401(K),JOHNSON & JOHNSON,JNJ,335,2023-01-19,2023-01-20,1458.96,CAD,COMPLETED,SHORT-TERM,FRANK,MORGAN
593464,f27bc860,401(K),ALPHABET INC.,GOOGL,808,2024-12-24,2024-12-26,1449.50,EUR,COMPLETED,AUTO-INVEST,ASHLEY,GALLEGOS
176145,f0272449,ROTH IRA,NVIDIA CORPORATION,NVDA,997,2022-11-02,2022-11-03,,CAD,COMPLETED,SHORT-TERM,JOSEPH,CRAWFORD
693480,4261775c,TRUST,"AMAZON.COM, INC.",AMZN,173,2025-01-24,2025-01-27,2222.28,EUR,COMPLETED,DIVIDENDS REINVESTED,JAMES,MILLER
124649,408b9a01,401(K),NVIDIA CORPORATION,NVDA,276,2023-11-03,2023-11-06,,USD,COMPLETED,DIVIDENDS REINVESTED,CASEY,MIDDLETON
448193,04df3fae,401(K),NETFLIX,NFLX,387,2023-01-30,2023-01-31,3311.31,USD,COMPLETED,WATCHLIST,MITCHELL,OCONNOR
,0a27dcef,ROTH IRA,ALPHABET INC.,GOOGL,527,2024-05-20,,487.63,USD,PENDING,PENDING,JOHN,TAYLOR
583113,b6321219,BROKERAGE,NETFLIX,NFLX,739,2023-10-13,2023-10-16,3865.59,CAD,COMPLETED,WATCHLIST,ANNE,MARTIN
996217,e9ff65de,401(K),ALPHABET INC.,GOOGL,10,2025-04-17,2025-04-18,2504.85,CAD,COMPLETED,WATCHLIST,EDWARD,MEDINA
819106,89dd43c8,CUSTODIAL,META PLATFORMS,META,929,2021-10-18,2021-10-19,14.08,CAD,COMPLETED,WATCHLIST,MARTHA,STUART
439346,3941a3ae,ROTH IRA,NVIDIA CORPORATION,NVDA,263,2021-12-29,,4602.94,CAD,PENDING,PENDING,CHRISTOPHER,LOWERY
011033,db13eac5,BROKERAGE,META PLATFORMS,META,948,2023-06-14,2023-06-15,4566.08,EUR,COMPLETED,WATCHLIST,DANIELLE,PEARSON
093449,5c9ca57e,JOINT,APPLE INC.,AAPL,74,2022-06-24,2022-06-27,3917.95,CAD,COMPLETED,SHORT-TERM,JEFF,MORROW
514716,45794b60,CUSTODIAL,NVIDIA CORPORATION,NVDA,,2023-05-15,,4877.89,CAD,PENDING,PENDING,MARCUS,LIN
642070,1d4826b1,BROKERAGE,MICROSOFT CORP,MSFT,371,2024-07-12,2024-07-15,2585.4,USD,COMPLETED,SHORT-TERM,,
589209,b1295018,401(K),JOHNSON & JOHNSON,JNJ,334,2022-09-27,2022-09-28,1567.1,USD,COMPLETED,AUTO-INVEST,PAMELA,JACKSON
011033,f25b8a26,BROKERAGE,JOHNSON & JOHNSON,JNJ,133,2022-09-09,,,CAD,PENDING,PENDING,DANIELLE,PEARSON
606604,64b6a53c,ROTH IRA,NVIDIA CORPORATION,NVDA,573,2023-04-04,,2965.86,CAD,PENDING,PENDING,SHARON,RUIZ
819106,6e6aab15,CUSTODIAL,JOHNSON & JOHNSON,JNJ,855,2022-06-06,2022-06-07,,CAD,COMPLETED,AUTO-INVEST,MARTHA,STUART
574527,6cb6a183,TRUST,TESLA INC.,TSLA,236,2025-01-09,,2515.64,EUR,PENDING,PENDING,LARRY,BERRY
674542,062aba02,401(K),BERKSHIRE HATHAWAY,BRK.A,275,2023-11-24,,1674.59,CAD,PENDING,PENDING,LATASHA,SMITH
795352,7c3fbd43,ROTH IRA,MICROSOFT CORP,MSFT,840,2025-04-04,2025-04-07,951.95,CAD,COMPLETED,WATCHLIST,FRANK,MARSHALL
509680,e27509ec,CUSTODIAL,ALPHABET INC.,GOOGL,182,2023-09-11,2023-09-12,1388.52,EUR,COMPLETED,AUTO-INVEST,SEAN,DANIEL
624377,fb685baf,ROTH IRA,NVIDIA CORPORATION,NVDA,802,2025-04-18,2025-04-21,3167.30,USD,COMPLETED,WATCHLIST,TAMMY,ALLISON
462783,dc5327ce,401(K),META PLATFORMS,META,908,2024-10-17,,1668.62,CAD,PENDING,PENDING,DANIELLE,PRICE
958698,7c33884f,401(K),NVIDIA CORPORATION,NVDA,729,2025-06-16,2025-06-17,4269.82,CAD,COMPLETED,SHORT-TERM,JONATHAN,RAMOS
159491,31f4183a,TRUST,JOHNSON & JOHNSON,JNJ,935,2025-02-04,2025-02-05,2420.91,USD,COMPLETED,DIVIDENDS REINVESTED,BETH,KING
780633,5fc0a8cc,ROTH IRA,NVIDIA CORPORATION,NVDA,60,2024-10-02,2024-10-03,2032.10,EUR,COMPLETED,SHORT-TERM,SAMUEL,NEWTON
093829,d8678c45,ROTH IRA,APPLE INC.,AAPL,810,2025-02-19,2025-02-20,4389.62,CAD,COMPLETED,DIVIDENDS REINVESTED,JOHN,SULLIVAN
702451,787ddf69,TRUST,BERKSHIRE HATHAWAY,BRK.A,48,2025-01-15,2025-01-16,1284.27,USD,COMPLETED,AUTO-INVEST,CAROLYN,POWELL
826621,8f813cb4,CUSTODIAL,NETFLIX,NFLX,542,2025-06-20,,2607.99,CAD,PENDING,PENDING,SEAN,DANIEL
685835,df364004,BROKERAGE,NETFLIX,NFLX,140,2024-05-02,2024-05-03,,EUR,COMPLETED,,BENJAMIN,CARRILLO
794792,1d47cde8,401(K),META PLATFORMS,META,538,2024-02-26,2024-02-27,1293.20,CAD,COMPLETED,,THOMAS,DOUGHERTY
159491,fc0bff88,TRUST,MICROSOFT CORP,MSFT,841,2024-06-26,2024-06-27,4028.93,CAD,COMPLETED,,BETH,KING
219322,00417843,401(K),NETFLIX,NFLX,874,2024-09-20,,924.51,CAD,PENDING,PENDING,ANTHONY,FLYNN
915579,8e40022a,BROKERAGE,"AMAZON.COM, INC.",AMZN,785,2023-11-07,2023-11-08,,USD,COMPLETED,SHORT-TERM,LOGAN,JOHNSON
161388,b68a6b30,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,,2024-08-22,2024-08-23,,EUR,COMPLETED,DIVIDENDS REINVESTED,LESLIE,MONTOYA
624377,dc2c260f,ROTH IRA,MICROSOFT CORP,MSFT,335,2025-06-06,2025-06-09,1403.09,USD,COMPLETED,SHORT-TERM,TAMMY,ALLISON
654674,7eda8099,JOINT,NETFLIX,NFLX,366,2025-05-19,,119.47,CAD,PENDING,PENDING,JULIE,HERNANDEZ
520381,4eb5f3c5,ROTH IRA,APPLE INC.,AAPL,234,2023-12-28,2023-12-29,4425.88,USD,COMPLETED,DIVIDENDS REINVESTED,KYLE,MILLER
860219,06a09888,401(K),TESLA INC.,TSLA,277,2023-12-15,,,EUR,PENDING,PENDING,ANDREA,DENNIS
904181,84d517c4,BROKERAGE,ALPHABET INC.,GOOGL,432,2022-04-12,2022-04-13,3246.72,EUR,COMPLETED,AUTO-INVEST,GLORIA,WILLIAMS
676248,89c416b4,CUSTODIAL,NVIDIA CORPORATION,NVDA,10,2024-02-16,2024-02-20,2769.72,EUR,COMPLETED,,STEVEN,ORTEGA
210750,d9932192,401(K),MICROSOFT CORP,MSFT,901,2025-07-02,2025-07-03,1874.54,EUR,COMPLETED,DIVIDENDS REINVESTED,SYLVIA,MCCOY
826621,980a945b,CUSTODIAL,JOHNSON & JOHNSON,JNJ,34,2025-06-13,2025-06-16,4065.28,USD,COMPLETED,SHORT-TERM,SEAN,DANIEL
433674,d5816e4c,401(K),JOHNSON & JOHNSON,JNJ,523,2025-05-07,2025-05-08,4179.24,EUR,COMPLETED,WATCHLIST,KIMBERLY,MARTIN
606604,0ad456eb,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,971,2025-03-19,2025-03-20,3181.48,USD,COMPLETED,SHORT-TERM,SHARON,RUIZ
072136,0a75dd75,ROTH IRA,MICROSOFT CORP,MSFT,368,2025-07-11,2025-07-14,956.40,CAD,COMPLETED,DIVIDENDS REINVESTED,KAYLA,STEWART
232061,6d4c478e,TRUST,MICROSOFT CORP,MSFT,45,2021-03-24,,789.98,CAD,PENDING,PENDING,FRANCISCO,MILLER
739449,067a1063,BROKERAGE,NVIDIA CORPORATION,NVDA,350,2025-07-15,2025-07-16,2611.48,USD,COMPLETED,SHORT-TERM,,
993380,b666f48a,BROKERAGE,MICROSOFT CORP,MSFT,903,2024-06-18,,3122.6,USD,PENDING,PENDING,SHAWN,DRAKE
448193,537eaf06,401(K),MICROSOFT CORP,MSFT,456,2024-02-06,2024-02-07,4719.28,USD,COMPLETED,WATCHLIST,MITCHELL,OCONNOR
866068,e103d38e,CUSTODIAL,ALPHABET INC.,GOOGL,686,2025-01-15,2025-01-16,405.18,CAD,COMPLETED,SHORT-TERM,,
470840,c6960740,TRUST,JOHNSON & JOHNSON,JNJ,489,2021-02-16,2021-02-17,1784.26,CAD,COMPLETED,AUTO-INVEST,ISAAC,WOOD
195206,ed1a7619,TRUST,ALPHABET INC.,GOOGL,837,2025-07-10,2025-07-11,3913.48,CAD,COMPLETED,SHORT-TERM,BRENDAN,HALE
271427,d5fbfae5,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,605,2022-05-03,2022-05-04,,USD,COMPLETED,SHORT-TERM,HEIDI,COX
509680,65dce0fd,CUSTODIAL,JOHNSON & JOHNSON,JNJ,10,2025-04-23,2025-04-24,2192.44,USD,COMPLETED,,SEAN,DANIEL
423183,014662c0,BROKERAGE,MICROSOFT CORP,MSFT,904,2022-04-21,2022-04-22,2120.89,USD,COMPLETED,WATCHLIST,HANNAH,CANTRELL
,d216613e,BROKERAGE,NETFLIX,NFLX,300,2024-11-25,2024-11-26,1805.49,CAD,COMPLETED,,DANIELLE,PEARSON
589209,0af4f4cd,401(K),TESLA INC.,TSLA,828,2024-07-02,2024-07-03,4550.99,EUR,COMPLETED,WATCHLIST,PAMELA,JACKSON
593464,7655bf12,401(K),MICROSOFT CORP,MSFT,766,2024-09-11,,3335.4,CAD,PENDING,PENDING,ASHLEY,GALLEGOS
124649,6457ebf5,401(K),"AMAZON.COM, INC.",AMZN,46,2024-01-19,2024-01-22,2841.88,USD,COMPLETED,DIVIDENDS REINVESTED,CASEY,MIDDLETON
124649,3c345fda,401(K),NETFLIX,NFLX,,2023-09-29,2023-10-02,872.96,CAD,COMPLETED,,CASEY,MIDDLETON
145114,c1a2cff8,JOINT,TESLA INC.,TSLA,967,2024-02-07,2024-02-08,2435.28,CAD,COMPLETED,DIVIDENDS REINVESTED,,
864319,5f5e6501,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,590,2024-09-09,2024-09-10,4619.03,USD,COMPLETED,,JOSE,THOMAS
536087,0e7bcc1c,CUSTODIAL,JOHNSON & JOHNSON,JNJ,129,2022-07-12,2022-07-13,,CAD,COMPLETED,,JAY,NELSON
504812,dbf84048,ROTH IRA,META PLATFORMS,META,462,2025-07-03,2025-07-07,1140.6,USD,COMPLETED,WATCHLIST,JENNIFER,KING
927726,14280f4b,TRUST,TESLA INC.,TSLA,161,2024-02-12,2024-02-13,,USD,COMPLETED,SHORT-TERM,ROBERT,MORRISON
624377,e60099e7,ROTH IRA,BERKSHIRE HATHAWAY,BRK.A,641,2025-07-11,2025-07-14,1267.89,CAD,COMPLETED,DIVIDENDS REINVESTED,TAMMY,ALLISON
794792,437b0598,401(K),APPLE INC.,AAPL,899,2024-03-25,2024-03-26,,USD,COMPLETED,,,
674542,34c3a974,401(K),NETFLIX,NFLX,883,2025-04-17,2025-04-18,2146.41,USD,COMPLETED,AUTO-INVEST,LATASHA,SMITH
,ae5ae895,TRUST,TESLA INC.,TSLA,107,2024-07-10,2024-07-11,3401.8,USD,COMPLETED,AUTO-INVEST,AARON,JONES
635995,d4941253,TRUST,META PLATFORMS,META,628,2025-07-17,2025-07-18,840.41,CAD,COMPLETED,WATCHLIST,STEPHEN,CARTER
676248,3097696b,CUSTODIAL,APPLE INC.,AAPL,581,2023-04-24,2023-04-25,4420.65,EUR,COMPLETED,AUTO-INVEST,STEVEN,ORTEGA
155854,379ffddc,BROKERAGE,JOHNSON & JOHNSON,JNJ,409,2024-09-04,2024-09-05,2483.73,EUR,COMPLETED,AUTO-INVEST,MARK,BROWN
780633,77f4c074,ROTH IRA,TESLA INC.,TSLA,514,2024-05-16,2024-05-17,415.63,EUR,COMPLETED,DIVIDENDS REINVESTED,SAMUEL,NEWTON
993380,33aa1425,BROKERAGE,"AMAZON.COM, INC.",AMZN,81,2023-09-08,2023-09-11,,CAD,COMPLETED,WATCHLIST,SHAWN,DRAKE
952950,431df775,JOINT,NETFLIX,NFLX,631,2024-01-19,,3043.36,CAD,PENDING,PENDING,TOM,PATTERSON
433674,5f988388,401(K),"AMAZON.COM, INC.",AMZN,450,2025-02-28,2025-03-03,3594.43,USD,COMPLETED,SHORT-TERM,KIMBERLY,MARTIN
482700,805116ac,BROKERAGE,TESLA INC.,TSLA,598,2022-05-06,2022-05-09,,CAD,COMPLETED,,KAREN,SHAFFER
631373,58983d13,TRUST,NETFLIX,NFLX,684,2024-12-04,2024-12-05,4369.71,CAD,COMPLETED,DIVIDENDS REINVESTED,STEPHANIE,SMITH
176145,8015d50d,ROTH IRA,ALPHABET INC.,GOOG,148,2023-12-12,2023-12-13,3205.75,EUR,COMPLETED,AUTO-INVEST,JOSEPH,CRAWFORD
788359,79404e76,TRUST,APPLE INC.,AAPL,816,2024-12-13,2024-12-16,4594.82,CAD,COMPLETED,SHORT-TERM,MATTHEW,LEWIS
993380,656de171,BROKERAGE,ALPHABET INC.,GOOGL,,2024-01-31,2024-02-01,3126.48,USD,COMPLETED,,SHAWN,DRAKE
895272,4f9640ae,TRUST,BERKSHIRE HATHAWAY,BRK.A,852,2025-01-22,2025-01-23,1935.24,CAD,COMPLETED,AUTO-INVEST,RONALD,SPARKS
,6e55063e,CUSTODIAL,NETFLIX,NFLX,852,2025-02-04,,3947.3,USD,PENDING,PENDING,SEAN,DANIEL
903108,580f7a33,JOINT,JOHNSON & JOHNSON,JNJ,,2025-04-30,2025-05-01,3285.28,USD,COMPLETED,AUTO-INVEST,MACKENZIE,BARRETT
093829,f579c7e1,ROTH IRA,MICROSOFT CORP,MSFT,892,2025-02-14,2025-02-18,1454.83,EUR,COMPLETED,SHORT-TERM,JOHN,SULLIVAN
195206,4a134225,TRUST,NVIDIA CORPORATION,NVDA,,2021-03-17,2021-03-18,298.44,EUR,COMPLETED,WATCHLIST,BRENDAN,HALE
984712,ecadc183,ROTH IRA,ALPHABET INC.,GOOGL,543,2022-11-04,2022-11-07,135.92,EUR,COMPLETED,WATCHLIST,TARA,MCCOY
482700,0528fa8b,BROKERAGE,JOHNSON & JOHNSON,JNJ,814,2022-06-06,2022-06-07,2520.34,USD,COMPLETED,SHORT-TERM,KAREN,SHAFFER
593272,d3c189d3,BROKERAGE,ALPHABET INC.,GOOGL,990,2025-04-14,2025-04-15,3572.20,EUR,COMPLETED,,CHRISTINE,HANSON
190305,2f925f40,BROKERAGE,JOHNSON & JOHNSON,JNJ,,2025-05-30,2025-06-02,1794.27,USD,COMPLETED,AUTO-INVEST,JAMIE,GONZALES
676248,5151f5d2,CUSTODIAL,META PLATFORMS,META,872,2024-09-12,,,USD,PENDING,PENDING,STEVEN,ORTEGA
039003,437a7e1d,CUSTODIAL,NETFLIX,NFLX,500,2024-11-04,2024-11-05,,EUR,COMPLETED,WATCHLIST,MICHAEL,HAYNES
631373,23594295,TRUST,JOHNSON & JOHNSON,JNJ,997,2024-11-27,2024-11-29,3516.61,USD,COMPLETED,WATCHLIST,STEPHANIE,SMITH
574527,da83982a,TRUST,NVIDIA CORPORATION,NVDA,469,2024-12-31,2025-01-02,4533.33,EUR,COMPLETED,DIVIDENDS REINVESTED,LARRY,BERRY
325012,29e79e6a,JOINT,TESLA INC.,TSLA,331,2025-01-08,2025-01-09,4894.69,CAD,COMPLETED,AUTO-INVEST,FRANK,GALLOWAY
380206,73d2635a,ROTH IRA,META PLATFORMS,META,825,2022-06-30,,,EUR,PENDING,PENDING,RACHEL,RICHMOND
