Name,Account ID,Transaction ID,Account Type,Asset,Ticker,Quantity,Trade Date,Settlement Date,Price Per Share,Currency,Status,Notes
leslie montoya,ACC-1613-88,8ad7c2b2,Roth IRA,JOHNSON & JOHNSON,JNJ,814,20-Sep-2024,9/23/2024,"2,928.33 USD",CAD,Completed,watchlist
tammy ALLISON,ACC-6243-77,104a18c1,Roth IRA,Berkshire Hathaway,brk.a,N/A,6/27/2025,30-Jun-2025,3735.61,USD,Completed,
,ACC-1761-45,730a72e5,Roth IRA,META PLATFORMS,Meta,211,20-Sep-2024,9/23/2024,N/A,USD,Completed,watchlist
Aaron Jones,ACC-2757-73,cfb0f6ec,Trust,BERKSHIRE HATHAWAY,Brk.A,61,4/18/2025,21-Apr-2025,3652.06,EUR,Completed,dividends reinvested
robert Morrison,ACC-9277-26,e64ff6a8,Trust,Microsoft Corp,MSFT,59,27-Dec-2024,30-Dec-2024,2176.16,USD,Completed,auto-invest
MARIA reynolds,ACC-9656-56,1da0dc0a,Joint,apple inc.,Aapl,651,3/27/2025,3/28/2025,N/A,CAD,Completed,dividends reinvested
Walter Guzman,ACC-4148-02,c09b3745,401(k),Nvidia Corporation,nvda,170,5/15/2024,16-May-2024,$153.49,CAD,Completed,
Rachel richmond,ACC-3802-06,cae65888,Roth IRA,APPLE INC.,AAPL,66,7-Dec-2023,12/8/2023,1131.22usd,CAD,Completed,auto-invest
stephanie SMITH,ACC-6313-73,94588277,Trust, Nvidia Corporation ,NVDA,169,26-Sep-2024,9/27/2024,N/A,EUR,Completed,watchlist
david Beasley,ACC-7869-96,6ba89e06,Roth IRA,ALPHABET INC.,Googl,844,6/23/2025,24-Jun-2025,N/A,CAD,Completed,
EMILY HART,ACC-7633-25,6f7fd2de,Roth IRA,MICROSOFT CORP,Msft,413,7-Jan-2025,,"2,517.80 USD",EUR,Pending,pending
katie kim,ACC-6719-85,11385356,Joint,Johnson & Johnson,jnj,909,14-Nov-2024,11/15/2024,$65.8,EUR,Completed,short-term
anthony flynn,ACC-2193-22,401ec4ab,401(k),Alphabet Inc.,GOOGL,706,26-Dec-2024,12/27/2024,$96.95,EUR,Completed,
,ACC-4708-40,36c9fe01,Trust,Netflix,nflx,276,7/1/2022,7/5/2022,N/A,EUR,Completed,
,ACC-7272-94,63ee8eb1,Brokerage,"amazon.com, inc.",amzn,ten,6/21/2024,6/24/2024,"$3,289.93",EUR,Completed,short-term
karen Shaffer,ACC-4827-00,ead91176,Brokerage,Berkshire Hathaway,Brk.A,292,4/17/2023,4/18/2023,1655.26,CAD,Completed,
LARRY BERRY,ACC-5745-27,4e3dde96,Trust,"AMAZON.COM, INC.",AMZ,960,5/20/2025,5/21/2025,$3106.4,EUR,Completed,
David BEASLEY,ACC-7869-96,aa413a9d,Roth IRA, BERKSHIRE HATHAWAY ,brk.a,437,1/23/2024,24-Jan-2024,"3,015.98 USD",EUR,Completed,watchlist
mitchell oconnor,ACC-4481-93,11095122,401(k),TESLA INC.,Tsla,615,3-Apr-2024,,31.49usd,USD,Pending,pending
ASHLEY Gallegos,ACC-5934-64,c79b3879,401(k),Johnson & Johnson,JNJ,422,24-Oct-2024,25-Oct-2024,$2364.10,USD,Completed,dividends reinvested
DONNA Smith,ACC-3879-16,b2829749,Trust,Apple Inc.,AAP,204,8/7/2023,,746.23,USD,Pending,pending
MR. john sullivan,ACC-0938-29,9064afe5,Roth IRA,Nvidia Corporation,nvda,59,6/18/2025,20-Jun-2025,$3056.2,USD,Completed,short-term
RONALD SPARKS,ACC-8952-72,5e30584f,Trust,"AMAZON.COM, INC.",AMZN,67,4-Mar-2025,5-Mar-2025,883.00,EUR,Completed,auto-invest
tammy Allison,ACC-6243-77,c9e5fe65,Roth IRA,"AMAZON.COM, INC.",amzn,ten,6/13/2025,6/16/2025,"3,782.00 USD",EUR,Completed,short-term
donna smith,ACC-7622-09,c73a8ac3,Joint,alphabet inc.,googl,705,13-Jun-2024,14-Jun-2024,"$4,127.04",CAD,Completed,watchlist
EDWARD Medina,ACC-9962-17,917a8018,401(k), Nvidia Corporation ,Nvda,657,27-Jun-2025,6/30/2025,"$1,631.19",CAD,Completed,watchlist
andrea Dennis,ACC-8602-19,10255239,401(k),johnson & johnson,Jnj,726,5/6/2025,5/7/2025,4055.72,CAD,Completed,auto-invest
DREW SALAZAR,ACC-1788-81,2c91f5da,Joint,BERKSHIRE HATHAWAY,Brk.A,N/A,4/17/2023,4/18/2023,585.23usd,USD,Completed,
JEFFREY ford,ACC-8897-53,ffc6eeb3,401(k),TESLA INC.,TSLA,931,11/7/2022,11/8/2022,2539.25,EUR,Completed,auto-invest
leah LARSEN,ACC-0586-00,00e65ac3,Brokerage,johnson & johnson,JNJ,966,11/1/2024,,4046.64usd,USD,Pending,pending
aaron JONES,ACC-2757-73,debbf211,Trust, META PLATFORMS ,META,N/A,30-Oct-2024,,$2616.04,EUR,Pending,pending
JENNIFER clarke,ACC-4466-77,9300956c,Brokerage,BERKSHIRE HATHAWAY,Brk.A,737,18-May-2023,19-May-2023,"1,198.27 USD",USD,Completed,auto-invest
,ACC-1513-23,ccd1e570,Custodial,netflix,Nflx,571,20-Jan-2023,1/23/2023,"$2,292.30",EUR,Completed,
SHANNON COSTA,,ac5b6b34,Custodial,microsoft corp,MSFT,421,15-Mar-2024,18-Mar-2024,$3523.97,CAD,Completed,auto-invest
Gloria WILLIAMS,ACC-9041-81,730d58ab,Brokerage, microsoft corp ,Msft,78,2/13/2025,2/14/2025,"1,011.88 USD",CAD,Completed,dividends reinvested
,ACC-5550-88,d796c90c,Trust,ALPHABET INC.,Googl,178,9/5/2024,9/6/2024,1850.91usd,EUR,Completed,dividends reinvested
LEAH mendez,ACC-9233-51,2dd6dbae,401(k),johnson & johnson,JNJ,477,28-Jan-2025,1/29/2025,2804.96usd,CAD,Completed,
christine hanson,ACC-5932-72,c6a39cf9,Brokerage,BERKSHIRE HATHAWAY,Brk.A,348,5-Feb-2024,2/6/2024,"3,651.53 USD",CAD,Completed,
William Winters,ACC-1317-26,cb3477d6,Roth IRA,"AMAZON.COM, INC.",AMZN,235,9-May-2025,,3660.03,USD,Pending,pending
,ACC-0110-33,e06cd2f8,Brokerage,Apple Inc.,aapl,158,2/7/2022,2/8/2022,$3170.07,CAD,Completed,short-term
richard MILLER,ACC-7408-26,16e63a25,401(k),meta platforms,MET,490,7/10/2025,11-Jul-2025,$565.12,CAD,Completed,dividends reinvested
Marcus Lin,ACC-5147-16,3280ae2e,Custodial, NETFLIX ,NFLX,246,5/5/2021,5/6/2021,832.00 USD,USD,Completed,dividends reinvested
TOM PATTERSON,,13adc222,Joint,meta platforms,Meta,951,3/20/2024,3/21/2024,N/A,EUR,Completed,short-term
john johnson,ACC-9078-56,effc64cc,Trust,TESLA INC.,Tsla,377,17-Jun-2025,6/18/2025,$1650.88,EUR,Completed,auto-invest
CHRISTOPHER LOWERY,ACC-4393-46,32d93bac,Roth IRA,meta platforms,meta,153,4/15/2021,,3604.39,CAD,Pending,pending
SAMUEL newton,ACC-7806-33,df380926,Roth IRA,Microsoft Corp,Msft,ten,8/19/2024,,$4288.93,EUR,Pending,pending
RONALD sparks,ACC-8952-72,16d6f95b,Trust,apple inc.,Aapl,513,6/16/2023,6/20/2023,$2725.8,USD,Completed,dividends reinvested
jeremy Martin,ACC-5752-39,73d6f448,401(k),"AMAZON.COM, INC.",AMZN,47,4/23/2025,4/24/2025,$4761.2,CAD,Completed,watchlist
Frank Morgan,ACC-1723-94,f7eb5c3a,401(k),microsoft corp,Msft,84,2-Mar-2023,3/3/2023,$2606.68,CAD,Completed,watchlist
Matthew lewis,ACC-7883-59,6e786a86,Trust,APPLE INC.,aapl,509,5/30/2025,2-Jun-2025,3140.30usd,EUR,Completed,auto-invest
SPENCER CLARK,ACC-2289-36,faadf1e8,Joint,alphabet inc.,GOOGL,448,3/18/2025,19-Mar-2025,$3398.3,CAD,Completed,short-term
,ACC-6066-04,fee2e952,Roth IRA,johnson & johnson,JNJ,963,7/11/2024,12-Jul-2024,516.86 USD,USD,Completed,short-term
Richard Miller,ACC-7408-26,ac8dbbe6,401(k),nvidia corporation,Nvda,176,7/3/2025,7-Jul-2025,$260.2,CAD,Completed,short-term
Michael Collins,ACC-9950-12,28e83581,401(k),Tesla Inc.,TSLA,398,1/3/2025,,598.36usd,CAD,Pending,pending
JENNIFER KING,ACC-5048-12,726cefff,Roth IRA,tesla inc.,Tsla,505,3-Aug-2023,8/4/2023,2434.03,USD,Completed,dividends reinvested
jennifer clarke,ACC-4466-77,d884e292,Brokerage,apple inc.,Aapl,ten,7/22/2024,7/23/2024,"2,729.32 USD",EUR,Completed,short-term
FRANK morgan,ACC-1723-94,ae4066ea,401(k),Johnson & Johnson,Jnj,335,19-Jan-2023,1/20/2023,"1,458.96 USD",CAD,Completed,short-term
ashley gallegos,ACC-5934-64,f27bc860,401(k),ALPHABET INC.,googl,808,12/24/2024,26-Dec-2024,1449.50usd,EUR,Completed,auto-invest
joseph crawford,ACC-1761-45,f0272449,Roth IRA,NVIDIA CORPORATION,Nvda,997,2-Nov-2022,3-Nov-2022,N/A,CAD,Completed,short-term
James MILLER,ACC-6934-80,4261775c,Trust,"amazon.com, inc.",amzn,173,1/24/2025,1/27/2025,2222.28,EUR,Completed,dividends reinvested
casey Middleton,ACC-1246-49,408b9a01,401(k), nvidia corporation ,nvda,276,3-Nov-2023,11/6/2023,N/A,USD,Completed,dividends reinvested
Mitchell oconnor,ACC-4481-93,04df3fae,401(k),NETFLIX,nflx,387,1/30/2023,31-Jan-2023,3311.31,USD,Completed,watchlist
john Taylor,,0a27dcef,Roth IRA,Alphabet Inc.,Googl,527,5/20/2024,,487.63,USD,Pending,pending
ANNE martin,ACC-5831-13,b6321219,Brokerage,NETFLIX,Nflx,739,13-Oct-2023,16-Oct-2023,3865.59,CAD,Completed,watchlist
EDWARD medina,ACC-9962-17,e9ff65de,401(k),ALPHABET INC.,googl,ten,17-Apr-2025,4/18/2025,2504.85usd,CAD,Completed,watchlist
MARTHA Stuart,ACC-8191-06,89dd43c8,Custodial, Meta Platforms ,Meta,929,18-Oct-2021,10/19/2021,14.08,CAD,Completed,watchlist
christopher Lowery,ACC-4393-46,3941a3ae,Roth IRA,Nvidia Corporation,Nvda,263,12/29/2021,,4602.94usd,CAD,Pending,pending
DANIELLE Pearson,ACC-0110-33,db13eac5,Brokerage,Meta Platforms,Meta,948,14-Jun-2023,15-Jun-2023,4566.08,EUR,Completed,watchlist
Jeff MORROW,ACC-0934-49,5c9ca57e,Joint,apple inc.,AAP,74,6/24/2022,6/27/2022,$3917.95,CAD,Completed,short-term
Marcus LIN,ACC-5147-16,45794b60,Custodial,nvidia corporation,NVDA,N/A,15-May-2023,,"$4,877.89",CAD,Pending,pending
,ACC-6420-70,1d4826b1,Brokerage,Microsoft Corp,MSFT,371,7/12/2024,7/15/2024,$2585.4,USD,Completed,short-term
Pamela jackson,ACC-5892-09,b1295018,401(k),johnson & johnson,JNJ,334,9/27/2022,28-Sep-2022,$1567.1,USD,Completed,auto-invest
DANIELLE PEARSON,ACC-0110-33,f25b8a26,Brokerage,JOHNSON & JOHNSON,Jnj,133,9/9/2022,,N/A,CAD,Pending,pending
sharon ruiz,ACC-6066-04,64b6a53c,Roth IRA,Nvidia Corporation,NVD,573,4/4/2023,,2965.86,CAD,Pending,pending
martha stuart,ACC-8191-06,6e6aab15,Custodial,johnson & johnson,Jnj,855,6/6/2022,6/7/2022,N/A,CAD,Completed,auto-invest
Larry berry,ACC-5745-27,6cb6a183,Trust,Tesla Inc.,tsla,236,9-Jan-2025,,"$2,515.64",EUR,Pending,pending
Latasha SMITH,ACC-6745-42,062aba02,401(k),Berkshire Hathaway,Brk.A,275,24-Nov-2023,,"1,674.59 USD",CAD,Pending,pending
FRANK Marshall,ACC-7953-52,7c3fbd43,Roth IRA,microsoft corp,msft,840,4-Apr-2025,4/7/2025,$951.95,CAD,Completed,watchlist
sean daniel,ACC-5096-80,e27509ec,Custodial,alphabet inc.,googl,182,9/11/2023,9/12/2023,$1388.52,EUR,Completed,auto-invest
tammy Allison,ACC-6243-77,fb685baf,Roth IRA,NVIDIA CORPORATION,nvda,802,18-Apr-2025,21-Apr-2025,"$3,167.30",USD,Completed,watchlist
danielle PRICE,ACC-4627-83,dc5327ce,401(k), Meta Platforms ,META,908,10/17/2024,,$1668.62,CAD,Pending,pending
Jonathan Ramos,ACC-9586-98,7c33884f,401(k),NVIDIA CORPORATION,nvda,729,6/16/2025,17-Jun-2025,"4,269.82 USD",CAD,Completed,short-term
beth King,ACC-1594-91,31f4183a,Trust,johnson & johnson,JNJ,935,2/4/2025,5-Feb-2025,2420.91usd,USD,Completed,dividends reinvested
samuel Newton,ACC-7806-33,5fc0a8cc,Roth IRA,Nvidia Corporation,Nvda,60,2-Oct-2024,10/3/2024,2032.10usd,EUR,Completed,short-term
MR. JOHN Sullivan,ACC-0938-29,d8678c45,Roth IRA, APPLE INC. ,AAPL,810,2/19/2025,2/20/2025,4389.62usd,CAD,Completed,dividends reinvested
carolyn powell,ACC-7024-51,787ddf69,Trust, Berkshire Hathaway ,Brk.A,48,1/15/2025,1/16/2025,"$1,284.27",USD,Completed,auto-invest
sean DANIEL,ACC-8266-21,8f813cb4,Custodial,NETFLIX,Nflx,542,20-Jun-2025,,2607.99,CAD,Pending,pending
Benjamin Carrillo,ACC-6858-35,df364004,Brokerage,Netflix,Nflx,140,2-May-2024,3-May-2024,N/A,EUR,Completed,
Thomas DOUGHERTY,ACC-7947-92,1d47cde8,401(k),META PLATFORMS,Meta,538,26-Feb-2024,27-Feb-2024,"$1,293.20",CAD,Completed,
Beth KING,ACC-1594-91,fc0bff88,Trust,microsoft corp,Msft,841,26-Jun-2024,27-Jun-2024,"$4,028.93",CAD,Completed,
ANTHONY FLYNN,ACC-2193-22,00417843,401(k),NETFLIX,Nflx,874,9/20/2024,,924.51usd,CAD,Pending,pending
Mr. LOGAN JOHNSON,ACC-9155-79,8e40022a,Brokerage,"AMAZON.COM, INC.",AMZN,785,11/7/2023,8-Nov-2023,N/A,USD,Completed,short-term
LESLIE montoya,ACC-1613-88,b68a6b30,Roth IRA,berkshire hathaway,BRK.A,N/A,22-Aug-2024,8/23/2024,N/A,EUR,Completed,dividends reinvested
TAMMY Allison,ACC-6243-77,dc2c260f,Roth IRA,microsoft corp,Msf,335,6-Jun-2025,9-Jun-2025,"$1,403.09",USD,Completed,short-term
JULIE hernandez,ACC-6546-74,7eda8099,Joint,Netflix,NFLX,366,19-May-2025,,119.47 USD,CAD,Pending,pending
KYLE Miller,ACC-5203-81,4eb5f3c5,Roth IRA,Apple Inc.,Aapl,234,12/28/2023,12/29/2023,4425.88,USD,Completed,dividends reinvested
andrea DENNIS,ACC-8602-19,06a09888,401(k),tesla inc.,tsla,277,12/15/2023,,N/A,EUR,Pending,pending
Gloria williams,ACC-9041-81,84d517c4,Brokerage, alphabet inc. ,Googl,432,4/12/2022,13-Apr-2022,3246.72usd,EUR,Completed,auto-invest
Steven ORTEGA,ACC-6762-48,89c416b4,Custodial,nvidia corporation,Nvda,ten,2/16/2024,2/20/2024,2769.72,EUR,Completed,
SYLVIA mccoy,ACC-2107-50,d9932192,401(k),microsoft corp,Msft,901,2-Jul-2025,3-Jul-2025,1874.54,EUR,Completed,dividends reinvested
sean DANIEL,ACC-8266-21,980a945b,Custodial, Johnson & Johnson ,jnj,34,6/13/2025,6/16/2025,4065.28usd,USD,Completed,short-term
Kimberly Martin,ACC-4336-74,d5816e4c,401(k),JOHNSON & JOHNSON,JNJ,523,5/7/2025,8-May-2025,4179.24,EUR,Completed,watchlist
SHARON Ruiz,ACC-6066-04,0ad456eb,Roth IRA,berkshire hathaway,BRK.,971,19-Mar-2025,20-Mar-2025,"$3,181.48",USD,Completed,short-term
kayla STEWART,ACC-0721-36,0a75dd75,Roth IRA,microsoft corp,MSFT,368,11-Jul-2025,7/14/2025,956.40,CAD,Completed,dividends reinvested
FRANCISCO miller,ACC-2320-61,6d4c478e,Trust, microsoft corp ,msft,45,24-Mar-2021,,$789.98,CAD,Pending,pending
,ACC-7394-49,067a1063,Brokerage,Nvidia Corporation,NVDA,350,7/15/2025,7/16/2025,"$2,611.48",USD,Completed,short-term
shawn DRAKE,ACC-9933-80,b666f48a,Brokerage,microsoft corp,MSFT,903,6/18/2024,,$3122.6,USD,Pending,pending
Mitchell oconnor,ACC-4481-93,537eaf06,401(k),microsoft corp,msft,456,2/6/2024,7-Feb-2024,4719.28usd,USD,Completed,watchlist
,ACC-8660-68,e103d38e,Custodial,alphabet inc.,GOOGL,686,1/15/2025,1/16/2025,405.18,CAD,Completed,short-term
isaac Wood,ACC-4708-40,c6960740,Trust,JOHNSON & JOHNSON,jnj,489,2/16/2021,2/17/2021,$1784.26,CAD,Completed,auto-invest
BRENDAN Hale,ACC-1952-06,ed1a7619,Trust, alphabet inc. ,Googl,837,7/10/2025,7/11/2025,"3,913.48 USD",CAD,Completed,short-term
Heidi cox,ACC-2714-27,d5fbfae5,Roth IRA,berkshire hathaway,BRK.A,605,5/3/2022,5/4/2022,N/A,USD,Completed,short-term
Sean Daniel,ACC-5096-80,65dce0fd,Custodial,JOHNSON & JOHNSON,Jnj,ten,4/23/2025,24-Apr-2025,2192.44,USD,Completed,
hannah Cantrell,ACC-4231-83,014662c0,Brokerage,MICROSOFT CORP,msft,904,4/21/2022,22-Apr-2022,2120.89usd,USD,Completed,watchlist
danielle PEARSON,,d216613e,Brokerage,NETFLIX,NFLX,300,11/25/2024,26-Nov-2024,1805.49,CAD,Completed,
pamela Jackson,ACC-5892-09,0af4f4cd,401(k),TESLA INC.,Tsla,828,7/2/2024,3-Jul-2024,"4,550.99 USD",EUR,Completed,watchlist
ASHLEY GALLEGOS,ACC-5934-64,7655bf12,401(k),Microsoft Corp,msft,766,11-Sep-2024,,$3335.4,CAD,Pending,pending
CASEY Middleton,ACC-1246-49,6457ebf5,401(k),"Amazon.Com, Inc.",amzn,46,1/19/2024,22-Jan-2024,2841.88,USD,Completed,dividends reinvested
CASEY MIDDLETON,ACC-1246-49,3c345fda,401(k),netflix,Nflx,N/A,9/29/2023,2-Oct-2023,872.96,CAD,Completed,
,ACC-1451-14,c1a2cff8,Joint,Tesla Inc.,tsla,967,2/7/2024,2/8/2024,"2,435.28 USD",CAD,Completed,dividends reinvested
jose thomas,ACC-8643-19,5f5e6501,Roth IRA,BERKSHIRE HATHAWAY,Brk.A,590,9-Sep-2024,10-Sep-2024,"4,619.03 USD",USD,Completed,
Jay nelson,ACC-5360-87,0e7bcc1c,Custodial,johnson & johnson,JNJ,129,12-Jul-2022,7/13/2022,N/A,CAD,Completed,
JENNIFER King,ACC-5048-12,dbf84048,Roth IRA,meta platforms,META,462,3-Jul-2025,7/7/2025,$1140.6,USD,Completed,watchlist
ROBERT morrison,ACC-9277-26,14280f4b,Trust, tesla inc. ,TSLA,161,2/12/2024,13-Feb-2024,N/A,USD,Completed,short-term
TAMMY Allison,ACC-6243-77,e60099e7,Roth IRA,BERKSHIRE HATHAWAY,BRK.A,641,11-Jul-2025,7/14/2025,1267.89usd,CAD,Completed,dividends reinvested
,ACC-7947-92,437b0598,401(k),Apple Inc.,AAPL,899,25-Mar-2024,26-Mar-2024,N/A,USD,Completed,
latasha Smith,ACC-6745-42,34c3a974,401(k),netflix,NFLX,883,4/17/2025,18-Apr-2025,2146.41,USD,Completed,auto-invest
aaron jones,,ae5ae895,Trust,TESLA INC.,tsla,107,10-Jul-2024,7/11/2024,$3401.8,USD,Completed,auto-invest
STEPHEN Carter,ACC-6359-95,d4941253,Trust,META PLATFORMS,Meta,628,7/17/2025,18-Jul-2025,840.41,CAD,Completed,watchlist
STEVEN ORTEGA,ACC-6762-48,3097696b,Custodial,apple inc.,AAPL,581,4/24/2023,25-Apr-2023,4420.65,EUR,Completed,auto-invest
Mark BROWN,ACC-1558-54,379ffddc,Brokerage,JOHNSON & JOHNSON,JNJ,409,9/4/2024,5-Sep-2024,"$2,483.73",EUR,Completed,auto-invest
samuel Newton,ACC-7806-33,77f4c074,Roth IRA,TESLA INC.,tsla,514,5/16/2024,5/17/2024,415.63,EUR,Completed,dividends reinvested
shawn DRAKE,ACC-9933-80,33aa1425,Brokerage,"Amazon.Com, Inc.",AMZN,81,8-Sep-2023,11-Sep-2023,N/A,CAD,Completed,watchlist
TOM patterson,ACC-9529-50,431df775,Joint,Netflix,NFLX,631,19-Jan-2024,,3043.36usd,CAD,Pending,pending
kimberly martin,ACC-4336-74,5f988388,401(k),"AMAZON.COM, INC.",amzn,450,28-Feb-2025,3-Mar-2025,"3,594.43 USD",USD,Completed,short-term
KAREN Shaffer,ACC-4827-00,805116ac,Brokerage,tesla inc.,TSLA,598,5/6/2022,5/9/2022,N/A,CAD,Completed,
Stephanie Smith,ACC-6313-73,58983d13,Trust,Netflix,Nflx,684,12/4/2024,5-Dec-2024,4369.71usd,CAD,Completed,dividends reinvested
JOSEPH CRAWFORD,ACC-1761-45,8015d50d,Roth IRA,ALPHABET INC.,GOOG,148,12/12/2023,12/13/2023,"$3,205.75",EUR,Completed,auto-invest
MATTHEW LEWIS,ACC-7883-59,79404e76,Trust,apple inc.,aapl,816,12/13/2024,12/16/2024,4594.82,CAD,Completed,short-term
SHAWN DRAKE,ACC-9933-80,656de171,Brokerage,ALPHABET INC.,GOOGL,N/A,1/31/2024,1-Feb-2024,"$3,126.48",USD,Completed,
ronald Sparks,ACC-8952-72,4f9640ae,Trust,BERKSHIRE HATHAWAY,brk.,852,22-Jan-2025,1/23/2025,"1,935.24 USD",CAD,Completed,auto-invest
SEAN Daniel,,6e55063e,Custodial,netflix,NFLX,852,2/4/2025,,$3947.3,USD,Pending,pending
MACKENZIE BARRETT,ACC-9031-08,580f7a33,Joint,johnson & johnson,jnj,N/A,4/30/2025,5/1/2025,3285.28,USD,Completed,auto-invest
mr. JOHN Sullivan,ACC-0938-29,f579c7e1,Roth IRA,Microsoft Corp,msf,892,14-Feb-2025,2/18/2025,"$1,454.83",EUR,Completed,short-term
BRENDAN HALE,ACC-1952-06,4a134225,Trust,Nvidia Corporation,NVDA,N/A,3/17/2021,18-Mar-2021,$298.44,EUR,Completed,watchlist
TARA mccoy,ACC-9847-12,ecadc183,Roth IRA,Alphabet Inc.,GOOGL,543,11/4/2022,7-Nov-2022,135.92usd,EUR,Completed,watchlist
karen SHAFFER,ACC-4827-00,0528fa8b,Brokerage,johnson & johnson,JNJ,814,6/6/2022,6/7/2022,"2,520.34 USD",USD,Completed,short-term
christine Hanson,ACC-5932-72,d3c189d3,Brokerage,Alphabet Inc.,Googl,990,4/14/2025,4/15/2025,3572.20usd,EUR,Completed,
Jamie GONZALES,ACC-1903-05,2f925f40,Brokerage,Johnson & Johnson,jnj,N/A,5/30/2025,2-Jun-2025,1794.27,USD,Completed,auto-invest
STEVEN Ortega,ACC-6762-48,5151f5d2,Custodial,META PLATFORMS,meta,872,12-Sep-2024,,N/A,USD,Pending,pending
MR. Michael HAYNES,ACC-0390-03,437a7e1d,Custodial,NETFLIX,Nflx,500,11/4/2024,11/5/2024,N/A,EUR,Completed,watchlist
Stephanie SMITH,ACC-6313-73,23594295,Trust,Johnson & Johnson,Jnj,997,11/27/2024,11/29/2024,$3516.61,USD,Completed,watchlist
LARRY BERRY,ACC-5745-27,da83982a,Trust,NVIDIA CORPORATION,NVDA,469,31-Dec-2024,2-Jan-2025,"$4,533.33",EUR,Completed,dividends reinvested
frank GALLOWAY,ACC-3250-12,29e79e6a,Joint,Tesla Inc.,Tsla,331,8-Jan-2025,1/9/2025,4894.69,CAD,Completed,auto-invest
rachel Richmond,ACC-3802-06,73d2635a,Roth IRA, META PLATFORMS ,Meta,825,30-Jun-2022,,N/A,EUR,Pending,pending
GARY Lynch,ACC-6213-57,7cd76111,Custodial, Netflix ,NFLX,700,14-May-2024,15-May-2024,$4507.7,CAD,Completed,
kyle MILLER,ACC-5203-81,4ceedba6,Roth IRA,tesla inc.,Tsla,218,8/16/2024,19-Aug-2024,"$3,747.89",USD,Completed,watchlist
jessica Jones,ACC-7394-49,37e9a5d6,Brokerage,"AMAZON.COM, INC.",Amzn,765,16-Jul-2025,,319.01 USD,CAD,Pending,pending
Walter Guzman,ACC-4148-02,2cd5ff71,401(k),microsoft corp,msft,N/A,7/9/2024,7/10/2024,"$3,596.99",EUR,Completed,auto-invest
sabrina bowen,ACC-8707-29,62260030,401(k),Tesla Inc.,TSLA,428,3/5/2025,3/6/2025,$1472.8,CAD,Completed,
DONNA SMITH,ACC-3879-16,ba64ccb1,Trust,apple inc.,Aap,893,10/4/2022,5-Oct-2022,$522.6,USD,Completed,
JAMES ferguson,ACC-3605-66,ba5a4493,Roth IRA, netflix ,Nflx,785,5/19/2025,5/20/2025,"2,783.04 USD",CAD,Completed,auto-invest
jennifer CLARKE,ACC-4466-77,b9b98b26,Brokerage, JOHNSON & JOHNSON ,JNJ,358,26-Mar-2024,27-Mar-2024,N/A,CAD,Completed,
amanda CARPENTER,ACC-1469-19,6c232baf,Custodial,johnson & johnson,JNJ,238,30-Sep-2021,10/1/2021,4087.74usd,CAD,Completed,watchlist
frank Morgan,ACC-1723-94,01eb6062,401(k),Netflix,NFLX,560,8/10/2022,11-Aug-2022,$4650.9,EUR,Completed,short-term
stephanie smith,ACC-6313-73,5ec4dfa7,Trust,TESLA INC.,Tsla,587,11/7/2024,8-Nov-2024,$1329.94,EUR,Completed,watchlist
CHRISTOPHER miller,,23f8d9c1,Trust,Netflix,Nflx,284,2/13/2025,2/14/2025,N/A,EUR,Completed,watchlist
James FERGUSON,ACC-3605-66,69dd818e,Roth IRA,berkshire hathaway,brk.,908,5/23/2025,5/27/2025,"$4,197.44",CAD,Completed,
Marcus lin,ACC-5147-16,d2a4454a,Custodial,META PLATFORMS,META,894,2-Oct-2024,3-Oct-2024,303.25,CAD,Completed,short-term
Kenneth SCHULTZ,ACC-2070-05,d36a8811,Brokerage, NETFLIX ,nflx,N/A,31-Oct-2022,1-Nov-2022,677.39 USD,USD,Completed,
troy GUZMAN,ACC-1451-14,0ad66529,Joint,ALPHABET INC.,GOOGL,762,12-May-2025,5/13/2025,$2965.8,CAD,Completed,watchlist
FRANK morgan,ACC-1723-94,bc5d66ab,401(k),Nvidia Corporation,NVDA,N/A,12-May-2025,5/13/2025,$4316.75,USD,Completed,
Jamie gonzales,ACC-1903-05,0f9ced16,Brokerage,Tesla Inc.,TSLA,120,5/16/2024,5/17/2024,2109.43,USD,Completed,
Gary Lynch,ACC-6213-57,c7388c21,Custodial,alphabet inc.,Googl,812,6/26/2023,,$1673.9,USD,Pending,pending
sharon RUIZ,ACC-6066-04,67075cfb,Roth IRA, ALPHABET INC. ,googl,573,7/22/2022,7/25/2022,3867.26,EUR,Completed,
thomas jackson,ACC-3087-81,37f0d55e,Custodial,Alphabet Inc.,Googl,972,25-Sep-2024,,4385.25usd,EUR,Pending,pending
brittany roberts,ACC-0268-85,f0fd7f50,Joint,NETFLIX,nflx,ten,8/28/2024,29-Aug-2024,4810.54,CAD,Completed,
Robert morrison,,6b2568bd,Trust,MICROSOFT CORP,msft,394,1-Nov-2024,,"$1,828.29",CAD,Pending,pending
Marcus LIN,ACC-5147-16,cb6955f6,Custodial,NVIDIA CORPORATION,NVDA,756,17-Nov-2022,,"$4,076.84",USD,Pending,pending
SHAWN Drake,,c8959ad7,Brokerage, meta platforms ,Meta,486,12/26/2024,12/27/2024,N/A,CAD,Completed,dividends reinvested
ashley GALLEGOS,ACC-5934-64,5d4e635a,401(k),alphabet inc.,GOOGL,535,16-Mar-2023,17-Mar-2023,N/A,CAD,Completed,auto-invest
